SKU,Store,MAPE,Forecast,Test,Safety_Stock,Reorder_Point,Qty_to_Order,Runtime_sec
SKU_1206,France,20.487,"[4.48, 4.48, 4.4488057388777165, 4.311945907189335]","[4.48, 4.48, 4.48, 23.0]",4,6,1,0.26
SKU_1206,Germany,24.963,"[3.2980681792582502, 3.2985745084089864, 3.523309882943883, 3.2992920099149257]","[3.2800000000000002, 3.2800000000000002, 3.2800000000000002, 38.0]",4,5,2,0.22
SKU_1206,Italy,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 35.0]",5,5,5,0.38
SKU_1206,Netherlands,100.0,"[0.0, 0.0, 0.558062471597943, 0.0]","[0.0, 0.0, 0.0, 3.0]",4,4,4,0.27
SKU_1206,Norway,99.834,"[0.0, 0.0, 0.010323128415853481, 0.013247589086512739]","[0.0, 0.0, 0.0, 8.0]",3,3,3,0.4
SKU_1206,Portugal,48.166,"[2.5, 2.4536073557426805, 2.3096631476773126, 2.3306698679587687]","[2.5, 32.0, 2.5, 32.0]",5,6,3,0.27
SKU_1206,Spain,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 9.0]",4,4,4,0.35
SKU_1206,Sweden,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 7.0]",4,4,4,0.42
SKU_1206,United States,99.794,"[0.0, 0.0, 0.0, 0.1481811813890466]","[0.0, 18.0, 0.0, 36.0]",2,2,2,0.44
SKU_1207,Australia,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 29.0]",1,1,1,0.57
SKU_1207,Belgium,41.809,"[8.845245452405992, 9.373195446240182, 6.64, 6.64]","[6.64, 6.64, 6.64, 93.0]",5,8,1,0.35
SKU_1207,France,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 9.0]",2,2,2,0.34
SKU_1207,Germany,23.55,"[3.7199999999999998, 3.7199999999999998, 3.5671326534109733, 3.567149135352477]","[3.7199999999999998, 3.7199999999999998, 3.7199999999999998, 36.0]",6,8,4,0.32
SKU_1207,Italy,26.158,"[2.6, 2.7471617190419266, 2.7570750747107104, 2.7570730614109196]","[2.6, 2.6, 2.6, 39.0]",4,5,3,0.31
SKU_1207,Norway,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 44.0]",4,4,4,0.33
SKU_1207,Portugal,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 15.0]",4,4,4,0.36
SKU_1207,Spain,99.944,"[0.0, 0.0, 0.008923879347173744, 0.008930863050789932]","[0.0, 0.0, 0.0, 16.0]",2,2,2,0.27
SKU_1207,Sweden,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 12.0]",3,3,3,0.33
SKU_1207,United Kingdom,100.0,"[0.0, 0.6200909179224936, 0.0, 0.0]","[0.0, 0.0, 0.0, 40.0]",5,5,5,0.28
SKU_1207,United States,100.0,"[0.0, 0.0, 0.3480833722900107, 0.0]","[0.0, 0.0, 0.0, 40.0]",5,5,5,0.32
SKU_1208,Australia,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 26.0]",1,1,1,0.28
SKU_1208,Belgium,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",4,4,4,0.2
SKU_1208,France,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 28.0]",4,4,4,0.42
SKU_1208,Germany,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 29.0]",8,8,8,0.27
SKU_1208,Italy,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 21.0]",7,7,7,0.24
SKU_1208,Netherlands,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 13.0]",11,11,11,0.45
SKU_1208,Norway,98.297,"[0.0, 0.041685259703500094, 0.04175546455745271, 0.5110465314567892]","[0.0, 0.0, 0.0, 30.0]",4,4,4,0.24
SKU_1208,Portugal,26.197,"[3.42901298309374, 3.4916955251766923, 3.7199999999999998, 4.049894645562653]","[3.7199999999999998, 3.7199999999999998, 3.7199999999999998, 44.16]",3,5,1,0.47
SKU_1208,Spain,18.583,"[6.876367069824492, 7.012225356409912, 7.08, 7.08]","[7.08, 7.08, 7.08, 24.0]",5,8,1,0.35
SKU_1208,Sweden,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 45.0]",3,3,3,0.41
SKU_1208,United Kingdom,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 44.0]",4,4,4,0.27
SKU_1208,United States,99.998,"[0.16372324932979104, 0.0, 0.0003580380127868456, 0.0007705744997692752]","[0.0, 0.0, 33.0, 39.0]",1,1,1,0.34
SKU_1209,Australia,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",2,2,2,0.26
SKU_1209,Belgium,24.824,"[1.3, 1.3, 1.3328272677734407, 1.9157869988954435]","[1.3, 1.3, 1.3, 59.339999999999996]",4,4,3,0.3
SKU_1209,France,100.0,"[0.22681162353258238, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 6.0]",4,4,4,0.29
SKU_1209,Germany,100.0,"[0.0, 0.0, 0.599136067843123, 0.0]","[0.0, 0.0, 0.0, 43.0]",4,4,4,0.35
SKU_1209,Italy,100.0,"[0.4163509112791947, 0.1022817190134914, 0.0, 0.0]","[0.0, 0.0, 0.0, 31.0]",6,6,0,0.33
SKU_1209,Netherlands,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 14.0]",1,1,1,0.19
SKU_1209,Norway,100.0,"[0.0, 0.0, 0.7349452408875048, 0.0]","[0.0, 0.0, 0.0, 23.0]",2,2,2,0.38
SKU_1209,Portugal,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 16.0]",8,8,8,0.29
SKU_1209,Spain,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 29.0]",2,2,2,0.58
SKU_1209,Sweden,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 2.0, 37.0]",3,3,3,0.34
SKU_1209,United Kingdom,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 45.0]",4,4,4,0.42
SKU_1209,United States,26.92,"[1.0101089946223842, 1.0453312851587175, 1.0454171496783435, 1.0351886126761527]","[1.0, 1.0, 1.0, 43.0]",4,4,3,0.26
SKU_1210,Australia,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 11.0]",3,3,3,0.3
SKU_1210,Belgium,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 23.0]",2,2,2,0.27
SKU_1210,Germany,31.418,"[8.30022459945888, 8.321115798794985, 8.341865380124911, 8.36250491626711]","[7.18, 7.18, 7.18, 38.0]",4,7,0,0.44
SKU_1210,Italy,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 21.0]",2,2,2,0.18
SKU_1210,Netherlands,9.746,"[8.017549917229317, 8.01754991749109, 8.017549917752866, 8.01754991801464]","[8.0, 8.0, 8.0, 13.0]",4,7,0,0.52
SKU_1210,Norway,27.31,"[1.56, 1.3573291838775738, 1.3577369089521554, 1.5044982163439533]","[1.56, 1.56, 1.56, 9.0]",6,6,5,0.37
SKU_1210,Portugal,100.0,"[0.005582702875185668, 0.009307885284888372, 0.00930744396708284, 0.0]","[0.0, 0.0, 0.0, 41.0]",2,2,2,0.31
SKU_1210,Sweden,14.913,"[11.45, 11.35264504604833, 11.352874837084839, 11.353079990909082]","[11.45, 11.45, 11.45, 27.0]",3,8,0,0.3
SKU_1210,United Kingdom,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 24.0]",10,10,10,1.22
SKU_1210,United States,99.197,"[0.0, 0.0, 0.0, 0.3852007100008988]","[0.0, 0.0, 0.0, 48.0]",5,5,5,0.31
SKU_1211,Australia,11.249,"[18.524800933235273, 18.6, 18.6, 18.284440202759548]","[18.6, 18.6, 18.6, 33.0]",4,12,0,0.43
SKU_1211,Belgium,18.427,"[3.8570426462344827, 3.9438528298724576, 3.887041879808277, 3.841163651652324]","[4.06, 4.06, 4.06, 10.0]",4,6,2,0.27
SKU_1211,France,20.572,"[5.8, 5.760513229057772, 5.573630672225541, 5.573617311246377]","[5.8, 5.8, 5.8, 25.0]",4,7,1,0.31
SKU_1211,Germany,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 7.0]",3,3,3,0.17
SKU_1211,Italy,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 22.0]",3,3,3,0.4
SKU_1211,Netherlands,15.672,"[12.32, 12.176637949251766, 12.32, 11.927296632214286]","[12.32, 12.32, 12.32, 31.0]",3,9,0,0.33
SKU_1211,Norway,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 6.0]",4,4,4,0.2
SKU_1211,Portugal,99.869,"[0.0, 0.030945538397186688, 0.07921824947940659, 0.05090323473956837]","[0.0, 0.0, 0.0, 39.0]",7,7,7,0.43
SKU_1211,Spain,24.207,"[2.3713495625635272, 2.404396862460491, 2.427966234593346, 2.4279402878285836]","[2.35, 2.35, 2.35, 25.0]",5,6,3,0.23
SKU_1211,United Kingdom,18.866,"[11.59482779477015, 11.561459997837407, 11.56151467331777, 11.561568094245658]","[11.6, 11.6, 11.6, 45.8]",3,8,0,0.29
SKU_1211,United States,33.818,"[8.05, 8.05, 8.05, 8.05]","[8.05, 8.05, 36.0, 19.0]",3,6,0,0.37
SKU_1212,Belgium,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 7.0]",5,5,5,0.21
SKU_1212,Germany,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 48.0]",3,3,3,0.31
SKU_1212,Italy,99.801,"[0.0, 0.0, 0.0, 0.0676052978437938]","[0.0, 0.0, 0.0, 34.0]",7,7,7,0.24
SKU_1212,Netherlands,98.983,"[0.10553769269663243, 0.08551183396304146, 0.14031243709716015, 0.17281046583607837]","[0.0, 0.0, 0.0, 17.0]",4,4,4,0.46
SKU_1212,Norway,99.88,"[0.02379977363155849, 0.023838001133786514, 0.023875216055714243, 0.023911169960800737]","[0.0, 0.0, 0.0, 20.0]",4,4,4,0.47
SKU_1212,Portugal,100.0,"[0.32082689298812295, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 39.0]",1,1,1,0.34
SKU_1212,Spain,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 28.0]",5,5,5,0.21
SKU_1212,United Kingdom,99.795,"[0.08613305966397695, 0.08616064740988581, 0.08618750413558375, 0.08621356387786358]","[0.0, 0.0, 0.0, 42.0]",6,6,6,0.32
SKU_1212,United States,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 4.0]",3,3,3,0.48
SKU_1213,Australia,100.0,"[0.0, 0.0, 0.09166885017280212, 0.0]","[0.0, 0.0, 0.0, 21.0]",3,3,3,0.38
SKU_1213,Belgium,98.654,"[0.053105769603342214, 0.03215873138000596, 0.0681872404017559, 0.12109628115850163]","[0.0, 0.0, 0.0, 9.0]",4,4,4,0.42
SKU_1213,France,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 44.0]",1,1,1,0.18
SKU_1213,Germany,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",2,2,2,0.32
SKU_1213,Italy,9.797,"[22.8, 22.8, 22.49058940937423, 22.38024146900316]","[22.8, 22.8, 22.8, 36.0]",3,13,0,0.32
SKU_1213,Netherlands,18.29,"[4.96, 4.96, 5.143885091174561, 6.1097785010247785]","[4.96, 4.96, 4.96, 20.0]",5,7,2,0.32
SKU_1213,Norway,99.964,"[0.014145706501892997, 0.0, 0.0, 0.013150388822925312]","[0.0, 0.0, 0.0, 37.0]",4,4,4,0.45
SKU_1213,Portugal,8.166,"[15.640163089481055, 15.70145861704895, 15.819536304450569, 16.09961497174155]","[15.42, 15.42, 15.42, 22.0]",4,11,0,0.33
SKU_1213,Spain,100.0,"[0.00016474558089063214, 6.178168005204087e-05, 0.0, 0.0]","[0.0, 0.0, 0.0, 41.0]",8,8,8,0.18
SKU_1213,Sweden,100.0,"[0.0, 0.0, 0.1868719538981256, 0.0]","[0.0, 0.0, 0.0, 9.0]",2,2,2,0.32
SKU_1213,United Kingdom,20.496,"[8.01968390769688, 7.92356979654981, 7.928079807218706, 7.906911699089506]","[8.3, 8.3, 8.3, 26.0]",4,7,0,0.28
SKU_1213,United States,21.985,"[14.67472898165103, 14.953804215919073, 15.117405049722356, 15.123871969397596]","[14.0, 14.0, 14.0, 47.75]",3,10,0,0.36
SKU_1214,Australia,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 49.0]",4,4,4,0.28
SKU_1214,Belgium,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 43.0]",2,2,2,0.32
SKU_1214,France,19.111,"[13.95, 13.95, 14.894626676187706, 13.95]","[13.95, 13.95, 13.95, 46.0]",4,10,0,0.27
SKU_1214,Germany,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 6.0]",3,3,3,0.4
SKU_1214,Italy,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 17.0]",4,4,4,0.39
SKU_1214,Netherlands,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 5.0]",4,4,4,0.34
SKU_1214,Norway,29.954,"[1.4378958046102168, 1.3879398982598865, 1.4247953506728137, 1.501119999472415]","[1.54, 1.54, 1.54, 36.0]",3,4,2,0.38
SKU_1214,Portugal,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 49.0]",3,3,3,0.29
SKU_1214,Spain,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 38.0]",3,3,3,0.32
SKU_1214,Sweden,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 33.0]",5,5,5,0.26
SKU_1214,United Kingdom,0.756,"[5.0, 5.0, 5.151120314160288, 5.0]","[5.0, 5.0, 5.0, 5.0]",4,6,1,0.29
SKU_1214,United States,25.811,"[1.8729679054382036, 1.9850824516482333, 1.9486789594009346, 1.79802291033878]","[2.0, 2.0, 2.0, 28.0]",4,5,3,0.36
SKU_1215,Australia,17.644,"[4.201303946644076, 4.819361982616779, 4.36, 4.36]","[4.36, 4.36, 4.36, 10.0]",4,6,2,0.43
SKU_1215,Belgium,99.971,"[0.013368460141158708, 0.0, 0.013412573462636242, 0.013435656482560149]","[0.0, 0.0, 0.0, 47.0]",3,3,3,0.2
SKU_1215,France,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 4.0]",3,3,3,0.45
SKU_1215,Germany,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",3,3,3,0.36
SKU_1215,Italy,23.554,"[3.948160689959925, 4.05, 4.05, 4.05]","[4.05, 4.05, 4.05, 48.8]",5,7,2,0.29
SKU_1215,Netherlands,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 44.0]",0,0,0,0.35
SKU_1215,Norway,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 28.0]",3,3,3,0.41
SKU_1215,Portugal,30.99,"[5.18, 5.18, 5.18, 5.18]","[45.879999999999995, 5.18, 5.18, 8.0]",3,5,0,0.37
SKU_1215,Sweden,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 19.0]",2,2,2,0.45
SKU_1215,United Kingdom,99.301,"[0.0, 0.0, 0.0, 0.09086881885670059]","[0.0, 0.0, 0.0, 13.0]",3,3,3,0.26
SKU_1215,United States,16.28,"[10.944552574683259, 10.944618692014181, 10.944679189923077, 10.94473467627103]","[11.05, 11.05, 11.05, 29.0]",3,7,0,0.34
SKU_1216,Australia,98.503,"[0.0, 0.0, 0.0, 0.5840070224106091]","[0.0, 0.0, 0.0, 39.0]",1,1,1,0.37
SKU_1216,Belgium,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.0]",3,3,3,0.27
SKU_1216,France,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 43.0]",5,5,5,0.28
SKU_1216,Germany,89.601,"[0.0, 0.0, 0.21991681766685406, 0.41597484352127545]","[0.0, 0.0, 0.0, 4.0]",3,3,3,0.09
SKU_1216,Italy,3.803,"[9.09120448991472, 9.090840572527025, 9.090474820827069, 9.09010745201966]","[9.45, 9.45, 9.45, 9.45]",4,8,0,0.21
SKU_1216,Netherlands,29.098,"[2.4251108867187887, 2.647580801846736, 2.763910469247163, 2.6764937558345347]","[2.42, 2.42, 2.42, 36.0]",5,6,3,0.42
SKU_1216,Norway,20.117,"[8.95141228014157, 8.909387816102033, 8.95850874398124, 9.042051094565554]","[9.05, 9.05, 9.05, 39.0]",4,8,0,0.25
SKU_1216,Portugal,90.485,"[0.0, 0.0, 0.0, 0.4757440979347797]","[0.0, 0.0, 0.0, 5.0]",5,5,5,0.33
SKU_1216,Spain,24.356,"[3.3, 3.2285368043025806, 3.198965707262597, 3.198918607625617]","[3.3, 3.3, 3.3, 41.0]",5,6,3,0.29
SKU_1216,United Kingdom,100.0,"[0.02516077142404063, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 43.0]",5,5,5,0.45
SKU_1216,United States,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 6.0]",3,3,3,0.17
SKU_1217,Australia,99.894,"[0.0, 0.0031093216074644346, 0.05736581664687522, 0.049736118947659454]","[0.0, 0.0, 0.0, 47.0]",3,3,3,0.35
SKU_1217,France,99.027,"[0.0, 0.0, 0.0, 0.23354436664664646]","[0.0, 0.0, 0.0, 24.0]",6,6,6,0.27
SKU_1217,Italy,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 3.0]",3,3,3,0.48
SKU_1217,Netherlands,20.878,"[10.278442817148596, 10.178016393018218, 10.18439283748815, 10.286248107951886]","[10.06, 10.06, 10.06, 48.82]",4,9,0,0.26
SKU_1217,Norway,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 31.0]",3,3,3,0.5
SKU_1217,Portugal,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 8.0]",3,3,3,0.36
SKU_1217,Spain,25.695,"[0.971011854141614, 0.9711707768944338, 1.0, 1.2830218340332236]","[1.0, 1.0, 1.0, 42.73999999999999]",2,3,2,0.36
SKU_1217,Sweden,13.966,"[5.157156581952416, 6.557993052965739, 5.157151485699266, 5.157154949871183]","[5.12, 5.12, 5.12, 7.0]",4,6,1,0.29
SKU_1217,United Kingdom,20.765,"[10.825513478582057, 10.82569381257028, 11.020275914147241, 11.091068628851088]","[11.21, 11.21, 11.21, 43.51]",2,7,0,0.46
SKU_1217,United States,8.86,"[11.919542301337167, 11.96208938433964, 12.026054311876928, 12.027470842212937]","[12.06, 12.06, 12.06, 18.0]",3,8,0,0.32
SKU_1218,Australia,28.217,"[8.592940952187055, 8.59293378240713, 8.592925107995189, 8.1555046880864]","[7.5600000000000005, 7.5600000000000005, 7.5600000000000005, 29.0]",7,10,3,0.35
SKU_1218,Belgium,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 37.0]",5,5,5,0.43
SKU_1218,France,99.972,"[0.0, 0.0, 0.006256660874554545, 0.011899939855023104]","[0.0, 0.0, 0.0, 43.0]",6,6,6,0.24
SKU_1218,Germany,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 41.0]",4,4,4,0.28
SKU_1218,Italy,22.666,"[5.06, 5.06, 5.016537508729035, 4.9762469380202115]","[5.06, 5.06, 5.06, 48.82]",5,7,2,0.34
SKU_1218,Netherlands,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 34.0]",4,4,4,0.33
SKU_1218,Norway,100.0,"[0.8607950261107422, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 3.0]",4,4,4,0.39
SKU_1218,Portugal,100.0,"[0.0, 0.0, 0.2507761354017006, 0.0]","[0.0, 0.0, 0.0, 37.0]",5,5,5,0.28
SKU_1218,Spain,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 21.0]",4,4,4,0.41
SKU_1218,Sweden,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 19.0]",4,4,4,0.32
SKU_1218,United Kingdom,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 38.0]",4,4,4,0.25
SKU_1218,United States,100.0,"[0.0047728874044634575, 0.004785979165255899, 0.00479831030428889, 0.0]","[0.0, 0.0, 0.0, 25.0]",4,4,4,0.33
SKU_1219,Australia,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 20.0]",2,2,2,0.46
SKU_1219,Belgium,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 9.0]",4,4,4,0.34
SKU_1219,France,23.063,"[3.2260379881570773, 3.3328135818068496, 3.238842911481973, 3.208339325664355]","[3.35, 3.35, 3.35, 21.0]",4,5,2,0.39
SKU_1219,Germany,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 31.0]",3,3,3,0.32
SKU_1219,Italy,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 24.0]",3,3,3,0.27
SKU_1219,Netherlands,100.0,"[0.027179551260294515, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 29.0]",2,2,2,0.35
SKU_1219,Norway,100.0,"[0.0, 0.0, 0.0, 0.0]","[41.0, 0.0, 0.0, 8.0]",5,5,5,0.31
SKU_1219,Portugal,100.0,"[0.1752715780152999, 0.10400430431736672, 0.0, 0.0]","[0.0, 0.0, 0.0, 45.0]",4,4,4,0.38
SKU_1219,Spain,16.571,"[8.2, 8.2, 8.491503679213, 8.2]","[8.2, 8.2, 8.2, 22.0]",3,7,0,0.28
SKU_1219,Sweden,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 30.0]",3,3,3,0.44
SKU_1219,United Kingdom,98.334,"[0.0, 0.0, 0.0, 0.4831788009824055]","[0.0, 0.0, 0.0, 29.0]",3,3,3,0.26
SKU_1219,United States,99.942,"[0.0, 0.0003339343250741653, 0.010786539692366133, 0.008656618317861105]","[0.0, 0.0, 0.0, 15.0]",0,0,0,0.41
SKU_1220,Australia,20.491,"[6.1, 6.1, 5.912116575675853, 5.912118572978681]","[6.1, 6.1, 6.1, 28.0]",3,6,0,0.36
SKU_1220,Belgium,0.444,"[10.12, 10.12, 10.12, 9.940292001417406]","[10.12, 10.12, 10.12, 10.12]",5,9,0,0.37
SKU_1220,France,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 6.0]",3,3,3,0.47
SKU_1220,Germany,99.7,"[0.0, 0.0, 0.028868176209526406, 0.041977696970843935]","[0.0, 0.0, 0.0, 14.0]",1,1,1,0.37
SKU_1220,Italy,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 24.0]",5,5,5,0.34
SKU_1220,Netherlands,15.635,"[13.163501952439809, 13.0, 13.0, 13.16339303852269]","[13.0, 13.0, 13.0, 34.0]",4,10,0,0.26
SKU_1220,Norway,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 8.0]",2,2,2,2.97
SKU_1220,Portugal,99.697,"[0.0, 0.0, 0.0151258844112868, 0.015127434601021112]","[0.0, 0.0, 0.0, 5.0]",3,3,3,0.35
SKU_1220,Spain,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 17.0]",4,4,4,0.27
SKU_1220,Sweden,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 6.0]",2,2,2,0.48
SKU_1220,United Kingdom,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 42.0]",3,3,3,0.33
SKU_1220,United States,99.144,"[0.0, 0.009379051783146068, 0.22395764546493338, 0.3768239940461277]","[0.0, 0.0, 0.0, 44.0]",2,2,2,0.09
SKU_1221,Australia,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 19.0, 0.0, 17.0]",3,3,3,0.36
SKU_1221,France,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 42.0]",4,4,4,0.23
SKU_1221,Germany,17.521,"[7.18, 7.18, 7.18, 7.18]","[7.18, 7.18, 7.18, 24.0]",4,7,0,0.24
SKU_1221,Italy,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 2.0]",1,1,1,0.13
SKU_1221,Netherlands,19.239,"[12.15838207721161, 11.0, 11.0, 10.743299575409747]","[11.0, 11.0, 11.0, 32.0]",4,8,0,0.29
SKU_1221,Norway,19.288,"[10.134580186377297, 10.017089105022746, 10.00697450180982, 10.025829674331899]","[10.42, 10.42, 10.42, 30.0]",3,7,0,0.23
SKU_1221,Portugal,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 18.0]",4,4,4,0.38
SKU_1221,Spain,22.265,"[4.254178299342505, 4.254244618390421, 4.15, 4.15]","[4.15, 4.15, 4.15, 26.0]",5,6,2,0.28
SKU_1221,Sweden,12.457,"[11.54, 11.54, 11.54, 11.54]","[11.54, 11.54, 11.54, 23.0]",5,10,0,0.32
SKU_1221,United Kingdom,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 34.0]",2,2,2,0.47
SKU_1221,United States,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 43.0]",3,3,3,0.29
SKU_1222,Australia,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0]",4,4,4,0.33
SKU_1222,Belgium,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 8.0]",9,9,9,0.19
SKU_1222,France,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 16.0]",2,2,2,0.26
SKU_1222,Germany,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 49.0]",8,8,8,0.18
SKU_1222,Italy,7.225,"[6.103507082042482, 6.103445725514602, 6.0269406841838515, 6.0]","[6.0, 6.0, 6.0, 8.0]",4,7,1,0.27
SKU_1222,Netherlands,100.0,"[0.03361984304941557, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 21.0]",4,4,4,0.34
SKU_1222,Norway,2.382,"[13.735061469831116, 12.54, 12.54, 12.54]","[12.54, 12.54, 12.54, 12.54]",4,9,0,0.33
SKU_1222,Portugal,100.0,"[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 19.0]",2,2,2,0.4
SKU_1222,Spain,100.0,"[0.025976245225794215, 0.02616091130316923, 0.02632861607084733, 0.0]","[0.0, 0.0, 0.0, 17.0]",5,5,5,0.32
